onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
242.926	3.4	word	*	2	*
246.328	1.7	confidence	3	n/a	0.74
248.029	3.4	word	1	1	2.031
251.432	1.7	confidence	4	n/a	0.844
253.233	3.4	word	*	1	*
256.636	1.7	confidence	2	n/a	1.323
258.337	3.4	word	2	2	2.665
261.739	1.7	confidence	3	n/a	1.568
268.461	3.4	word	2	2	2.593
271.863	1.7	confidence	*	n/a	*
277.667	3.4	word	2	1	1.944
281.069	1.7	confidence	2	n/a	1.513
284.873	3.4	word	1	1	1.791
288.275	1.7	confidence	4	n/a	0.575
290.677	3.4	word	2	2	2.226
294.063	1.7	confidence	2	n/a	1.14
296.481	3.4	word	1	1	1.594
299.883	1.7	confidence	3	n/a	0.828
302.986	3.4	word	2	2	1.63
306.388	1.7	confidence	1	n/a	1.55
309.39	3.4	word	2	2	2.614
312.792	1.7	confidence	3	n/a	1.539
316.095	3.4	word	1	1	1.451
319.497	1.7	confidence	4	n/a	0.623
324.501	3.4	word	1	2	1.629
327.904	1.7	confidence	3	n/a	0.597
332.607	3.4	word	1	1	2.444
336.009	1.7	confidence	2	n/a	0.521
339.428	3.4	word	1	2	2.32
342.831	1.7	confidence	2	n/a	0.955
345.933	3.4	word	2	2	1.208
349.335	1.7	confidence	2	n/a	1.575
354.039	3.4	word	1	1	1.974
357.441	1.7	confidence	2	n/a	0.684
359.643	3.4	word	2	2	1.923
363.045	1.7	confidence	3	n/a	1.585
367.731	3.4	word	1	2	2.463
371.134	1.7	confidence	2	n/a	0.792
373.653	3.4	word	1	2	2.851
377.055	1.7	confidence	2	n/a	0.948
378.857	3.4	word	2	1	2.858
382.259	1.7	confidence	2	n/a	1.183
384.761	3.4	word	1	1	1.803
388.163	1.7	confidence	4	n/a	0.56
390.965	3.4	word	1	1	2.132
394.368	1.7	confidence	3	n/a	0.529
397.669	3.4	word	1	2	2.22
401.073	1.7	confidence	3	n/a	0.874
405.376	3.4	word	2	2	1.827
408.778	1.7	confidence	3	n/a	0.725
415.682	3.4	word	1	1	1.924
419.085	1.7	confidence	3	n/a	0.856
424.389	3.4	word	1	1	1.623
427.791	1.7	confidence	4	n/a	0.612
429.793	3.4	word	2	2	1.729
433.195	1.7	confidence	2	n/a	0.684
437.415	3.4	word	2	1	2.26
440.818	1.7	confidence	2	n/a	1.358
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
1.435	3.4	word	1	2	1.241
4.821	1.7	confidence	*	n/a	*
8.441	3.4	word	1	2	1.902
11.843	1.7	confidence	3	n/a	1.485
16.746	3.4	word	2	1	1.761
20.149	1.7	confidence	2	n/a	0.979
26.653	3.4	word	2	1	2.07
30.056	1.7	confidence	2	n/a	1.568
32.474	3.4	word	2	2	1.009
35.877	1.7	confidence	4	n/a	1.353
41.881	3.4	word	2	2	1.48
45.284	1.7	confidence	4	n/a	0.883
47.485	3.4	word	1	2	2.595
50.888	1.7	confidence	2	n/a	1.453
57.592	3.4	word	1	1	2.184
60.995	1.7	confidence	4	n/a	0.703
62.796	3.4	word	2	2	1.758
66.199	1.7	confidence	3	n/a	1.502
72.703	3.4	word	1	1	1.675
76.106	1.7	confidence	2	n/a	1.573
80.725	3.4	word	1	1	1.882
84.128	1.7	confidence	*	n/a	*
88.031	3.4	word	1	1	1.395
91.433	1.7	confidence	4	n/a	0.57
94.836	3.4	word	1	1	2.033
98.238	1.7	confidence	2	n/a	1.017
102.341	3.4	word	2	2	1.25
105.743	1.7	confidence	3	n/a	1.104
108.245	3.4	word	2	1	3.136
111.648	1.7	confidence	2	n/a	1.545
115.251	3.4	word	2	1	2.653
118.653	1.7	confidence	3	n/a	1.127
122.656	3.4	word	2	1	2.208
126.058	1.7	confidence	2	n/a	1.235
133.18	3.4	word	1	1	1.503
136.583	1.7	confidence	3	n/a	1.071
138.985	3.4	word	1	2	2.401
142.387	1.7	confidence	3	n/a	0.732
145.889	3.4	word	1	1	1.367
149.292	1.7	confidence	4	n/a	0.539
150.993	3.4	word	2	1	1.314
154.395	1.7	confidence	3	n/a	1.325
158.615	3.4	word	2	2	1.517
162.018	1.7	confidence	3	n/a	0.823
168.139	3.4	word	1	1	1.57
171.541	1.7	confidence	4	n/a	0.556
177.445	3.4	word	2	2	1.983
180.848	1.7	confidence	2	n/a	0.743
183.55	3.4	word	2	2	1.312
186.952	1.7	confidence	2	n/a	0.719
192.856	3.4	word	2	2	1.745
196.259	1.7	confidence	3	n/a	1.211
200.779	3.4	word	1	1	1.905
204.181	1.7	confidence	4	n/a	1.024
209.385	3.4	word	2	2	2.218
212.787	1.7	confidence	2	n/a	1.462
218.492	3.4	word	1	2	1.663
221.894	1.7	confidence	3	n/a	0.855
224.012	3.4	word	2	2	2.027
227.415	1.7	confidence	1	n/a	1.501
233.219	3.4	word	2	1	1.872
236.621	1.7	confidence	2	n/a	1.072
242.926	3.4	word	*	2	*
246.328	1.7	confidence	3	n/a	0.74
248.029	3.4	word	1	1	2.031
251.432	1.7	confidence	4	n/a	0.844
253.233	3.4	word	*	1	*
256.636	1.7	confidence	2	n/a	1.323
258.337	3.4	word	2	2	2.665
261.739	1.7	confidence	3	n/a	1.568
268.461	3.4	word	2	2	2.593
271.863	1.7	confidence	*	n/a	*
277.667	3.4	word	2	1	1.944
281.069	1.7	confidence	2	n/a	1.513
284.873	3.4	word	1	1	1.791
288.275	1.7	confidence	4	n/a	0.575
290.677	3.4	word	2	2	2.226
294.063	1.7	confidence	2	n/a	1.14
296.481	3.4	word	1	1	1.594
299.883	1.7	confidence	3	n/a	0.828
302.986	3.4	word	2	2	1.63
306.388	1.7	confidence	1	n/a	1.55
309.39	3.4	word	2	2	2.614
312.792	1.7	confidence	3	n/a	1.539
316.095	3.4	word	1	1	1.451
319.497	1.7	confidence	4	n/a	0.623
324.501	3.4	word	1	2	1.629
327.904	1.7	confidence	3	n/a	0.597
332.607	3.4	word	1	1	2.444
336.009	1.7	confidence	2	n/a	0.521
339.428	3.4	word	1	2	2.32
342.831	1.7	confidence	2	n/a	0.955
345.933	3.4	word	2	2	1.208
349.335	1.7	confidence	2	n/a	1.575
354.039	3.4	word	1	1	1.974
357.441	1.7	confidence	2	n/a	0.684
359.643	3.4	word	2	2	1.923
363.045	1.7	confidence	3	n/a	1.585
367.731	3.4	word	1	2	2.463
371.134	1.7	confidence	2	n/a	0.792
373.653	3.4	word	1	2	2.851
377.055	1.7	confidence	2	n/a	0.948
378.857	3.4	word	2	1	2.858
382.259	1.7	confidence	2	n/a	1.183
384.761	3.4	word	1	1	1.803
388.163	1.7	confidence	4	n/a	0.56
390.965	3.4	word	1	1	2.132
394.368	1.7	confidence	3	n/a	0.529
397.669	3.4	word	1	2	2.22
401.073	1.7	confidence	3	n/a	0.874
405.376	3.4	word	2	2	1.827
408.778	1.7	confidence	3	n/a	0.725
415.682	3.4	word	1	1	1.924
419.085	1.7	confidence	3	n/a	0.856
424.389	3.4	word	1	1	1.623
427.791	1.7	confidence	4	n/a	0.612
429.793	3.4	word	2	2	1.729
433.195	1.7	confidence	2	n/a	0.684
437.415	3.4	word	2	1	2.26
440.818	1.7	confidence	2	n/a	1.358
