onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
292.66	1.7	confidence	3	n/a	0.303
295.145	3.4	word	1	1	0.815
298.548	1.7	confidence	4	n/a	0.301
301.567	3.4	word	2	1	0.793
304.969	1.7	confidence	3	n/a	0.222
309.773	3.4	word	2	2	0.932
313.175	1.7	confidence	2	n/a	0.316
316.978	3.4	word	1	1	0.886
320.38	1.7	confidence	3	n/a	0.306
323.282	3.4	word	*	2	*
326.685	1.7	confidence	3	n/a	0.495
330.688	3.4	word	1	2	1.007
334.09	1.7	confidence	1	n/a	0.292
337.392	3.4	word	1	1	1.016
340.795	1.7	confidence	4	n/a	0.315
343.997	3.4	word	2	1	0.853
347.398	1.7	confidence	3	n/a	0.39
350.402	3.4	word	2	2	1.224
353.804	1.7	confidence	4	n/a	0.629
357.507	3.4	word	2	2	0.915
360.909	1.7	confidence	3	n/a	0.298
363.228	3.4	word	2	2	1.443
366.63	1.7	confidence	3	n/a	0.308
373.135	3.4	word	2	2	1.29
376.537	1.7	confidence	3	n/a	0.287
378.639	3.4	word	1	2	1.277
382.041	1.7	confidence	3	n/a	0.302
387.428	3.4	word	2	2	1.019
390.831	1.7	confidence	2	n/a	0.747
397.252	3.4	word	1	1	0.801
400.654	1.7	confidence	4	n/a	0.308
405.958	3.4	word	2	2	1.298
409.361	1.7	confidence	1	n/a	0.403
413.264	3.4	word	2	2	1.459
416.666	1.7	confidence	2	n/a	0.331
419.968	3.4	word	1	2	1.06
423.354	1.7	confidence	2	n/a	0.436
429.875	3.4	word	1	1	1.099
433.278	1.7	confidence	2	n/a	0.643
437.381	3.4	word	2	2	1.576
440.783	1.7	confidence	2	n/a	0.442
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.317	3.4	word	2	2	1.754
3.72	1.7	confidence	3	n/a	0.565
6.338	3.4	word	1	1	0.927
9.74	1.7	confidence	2	n/a	0.539
12.659	3.4	word	1	1	1.127
16.062	1.7	confidence	4	n/a	0.311
18.964	3.4	word	2	1	0.807
22.366	1.7	confidence	*	n/a	*
26.87	3.4	word	2	2	1.692
30.272	1.7	confidence	3	n/a	0.346
32.874	3.4	word	2	2	1.158
36.276	1.7	confidence	3	n/a	0.531
37.977	3.4	word	2	2	1.441
41.38	1.7	confidence	3	n/a	0.339
47.001	3.4	word	1	1	0.864
50.403	1.7	confidence	3	n/a	0.278
53.122	3.4	word	2	2	0.944
56.524	1.7	confidence	3	n/a	0.496
61.628	3.4	word	2	1	1.306
65.03	1.7	confidence	1	n/a	0.642
67.032	3.4	word	1	1	0.838
70.434	1.7	confidence	2	n/a	0.247
76.439	3.4	word	1	1	0.858
79.841	1.7	confidence	3	n/a	0.268
82.159	3.4	word	2	1	0.735
85.562	1.7	confidence	*	n/a	*
89.565	3.4	word	1	1	1.01
92.967	1.7	confidence	2	n/a	0.789
99.872	3.4	word	1	1	1.04
103.275	1.7	confidence	3	n/a	0.274
107.794	3.4	word	2	2	0.852
111.197	1.7	confidence	3	n/a	0.297
118.202	3.4	word	2	1	0.872
121.604	1.7	confidence	2	n/a	0.516
127.008	3.4	word	2	2	0.856
130.41	1.7	confidence	2	n/a	1.195
132.512	3.4	word	1	2	1.145
135.914	1.7	confidence	1	n/a	0.284
139.117	3.4	word	1	2	0.961
142.519	1.7	confidence	4	n/a	0.302
149.324	3.4	word	2	2	1.145
152.727	1.7	confidence	2	n/a	0.367
155.028	3.4	word	2	1	0.802
158.431	1.7	confidence	3	n/a	0.303
160.432	3.4	word	1	2	0.909
163.834	1.7	confidence	1	n/a	0.27
167.738	3.4	word	2	1	1.096
171.14	1.7	confidence	2	n/a	0.367
173.525	3.4	word	2	1	1.566
176.927	1.7	confidence	3	n/a	0.6
183.849	3.4	word	1	1	0.917
187.251	1.7	confidence	4	n/a	0.322
189.153	3.4	word	1	1	1.256
192.555	1.7	confidence	3	n/a	0.373
197.258	3.4	word	1	1	0.896
200.661	1.7	confidence	2	n/a	0.301
202.562	3.4	word	1	2	1.555
205.965	1.7	confidence	3	n/a	0.282
211.369	3.4	word	2	1	1.012
214.771	1.7	confidence	2	n/a	0.366
221.876	3.4	word	1	1	0.79
225.279	1.7	confidence	3	n/a	0.294
228.481	3.4	word	1	1	1.36
231.883	1.7	confidence	3	n/a	0.292
234.786	3.4	word	2	2	0.991
238.188	1.7	confidence	2	n/a	0.317
242.791	3.4	word	1	2	1.076
246.194	1.7	confidence	3	n/a	0.319
250.013	3.4	word	1	1	0.747
253.414	1.7	confidence	2	n/a	0.267
257.018	3.4	word	2	1	1.025
260.42	1.7	confidence	2	n/a	0.308
264.824	3.4	word	1	2	1.491
268.226	1.7	confidence	1	n/a	0.427
272.429	3.4	word	2	1	1.191
275.832	1.7	confidence	1	n/a	0.328
280.552	3.4	word	1	2	1.058
283.954	1.7	confidence	2	n/a	0.44
289.258	3.4	word	2	2	1.327
292.66	1.7	confidence	3	n/a	0.303
295.145	3.4	word	1	1	0.815
298.548	1.7	confidence	4	n/a	0.301
301.567	3.4	word	2	1	0.793
304.969	1.7	confidence	3	n/a	0.222
309.773	3.4	word	2	2	0.932
313.175	1.7	confidence	2	n/a	0.316
316.978	3.4	word	1	1	0.886
320.38	1.7	confidence	3	n/a	0.306
323.282	3.4	word	*	2	*
326.685	1.7	confidence	3	n/a	0.495
330.688	3.4	word	1	2	1.007
334.09	1.7	confidence	1	n/a	0.292
337.392	3.4	word	1	1	1.016
340.795	1.7	confidence	4	n/a	0.315
343.997	3.4	word	2	1	0.853
347.398	1.7	confidence	3	n/a	0.39
350.402	3.4	word	2	2	1.224
353.804	1.7	confidence	4	n/a	0.629
357.507	3.4	word	2	2	0.915
360.909	1.7	confidence	3	n/a	0.298
363.228	3.4	word	2	2	1.443
366.63	1.7	confidence	3	n/a	0.308
373.135	3.4	word	2	2	1.29
376.537	1.7	confidence	3	n/a	0.287
378.639	3.4	word	1	2	1.277
382.041	1.7	confidence	3	n/a	0.302
387.428	3.4	word	2	2	1.019
390.831	1.7	confidence	2	n/a	0.747
397.252	3.4	word	1	1	0.801
400.654	1.7	confidence	4	n/a	0.308
405.958	3.4	word	2	2	1.298
409.361	1.7	confidence	1	n/a	0.403
413.264	3.4	word	2	2	1.459
416.666	1.7	confidence	2	n/a	0.331
419.968	3.4	word	1	2	1.06
423.354	1.7	confidence	2	n/a	0.436
429.875	3.4	word	1	1	1.099
433.278	1.7	confidence	2	n/a	0.643
437.381	3.4	word	2	2	1.576
440.783	1.7	confidence	2	n/a	0.442
