onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
310.791	3.4	word	2	1	2.349
314.193	1.7	confidence	1	n/a	0.302
320.198	3.4	word	1	1	1.149
323.599	1.7	confidence	2	n/a	0.646
329.004	3.4	word	2	2	2.871
332.406	1.7	confidence	2	n/a	0.484
336.309	3.4	word	1	2	0.73
339.712	1.7	confidence	3	n/a	0.401
344.415	3.4	word	*	2	*
347.818	1.7	confidence	1	n/a	1.63
349.919	3.4	word	1	2	0.922
353.321	1.7	confidence	1	n/a	0.264
356.224	3.4	word	1	1	1.105
359.626	1.7	confidence	3	n/a	0.349
362.928	3.4	word	1	1	0.847
366.331	1.7	confidence	2	n/a	0.285
368.332	3.4	word	2	2	1.233
371.718	1.7	confidence	2	n/a	0.333
377.039	3.4	word	1	2	1.467
380.441	1.7	confidence	2	n/a	1.098
382.142	3.4	word	1	2	1.412
385.543	1.7	confidence	2	n/a	0.253
392.466	3.4	word	1	1	1.88
395.869	1.7	confidence	3	n/a	0.892
399.788	3.4	word	1	1	0.902
403.191	1.7	confidence	2	n/a	0.488
405.292	3.4	word	1	2	2.019
408.695	1.7	confidence	2	n/a	0.26
410.596	3.4	word	2	2	1.402
413.999	1.7	confidence	2	n/a	0.325
420.503	3.4	word	1	2	1.654
423.906	1.7	confidence	1	n/a	0.517
430.827	3.4	word	1	1	1.13
434.23	1.7	confidence	4	n/a	0.558
437.431	3.4	word	2	1	1.775
440.835	1.7	confidence	*	n/a	*
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
2.035	3.4	word	2	2	1.988
5.421	1.7	confidence	2	n/a	0.607
8.44	3.4	word	1	1	1.666
11.842	1.7	confidence	4	n/a	0.578
15.962	3.4	word	2	2	1.512
19.364	1.7	confidence	2	n/a	0.315
26.17	3.4	word	1	2	1.067
29.571	1.7	confidence	2	n/a	0.38
32.49	3.4	word	1	2	1.079
35.876	1.7	confidence	3	n/a	0.772
39.496	3.4	word	1	1	0.78
42.898	1.7	confidence	2	n/a	0.309
45.2	3.4	word	1	2	0.915
48.602	1.7	confidence	2	n/a	0.664
53.406	3.4	word	2	2	1.165
56.808	1.7	confidence	3	n/a	0.386
60.811	3.4	word	1	1	1.243
64.214	1.7	confidence	3	n/a	0.327
67.515	3.4	word	1	2	1.05
70.918	1.7	confidence	3	n/a	0.366
75.404	3.4	word	2	2	1.54
78.807	1.7	confidence	3	n/a	0.441
81.426	3.4	word	1	1	1.067
84.828	1.7	confidence	3	n/a	0.355
89.049	3.4	word	1	1	1.326
92.451	1.7	confidence	3	n/a	0.591
97.554	3.4	word	2	1	2.556
100.94	1.7	confidence	2	n/a	1.4
104.76	3.4	word	1	1	1.062
108.162	1.7	confidence	3	n/a	0.527
110.063	3.4	word	2	1	1.283
113.465	1.7	confidence	1	n/a	0.245
117.969	3.4	word	2	2	1.802
121.371	1.7	confidence	1	n/a	0.228
124.373	3.4	word	1	2	0.839
127.776	1.7	confidence	3	n/a	0.411
132.179	3.4	word	1	2	1.666
135.581	1.7	confidence	1	n/a	0.734
142.586	3.4	word	1	1	1.161
145.989	1.7	confidence	3	n/a	0.4
148.591	3.4	word	2	2	1.117
151.993	1.7	confidence	2	n/a	0.475
157.397	3.4	word	2	1	2.031
160.8	1.7	confidence	1	n/a	0.576
162.801	3.4	word	1	1	1.399
166.203	1.7	confidence	2	n/a	0.341
168.505	3.4	word	2	1	1.289
171.908	1.7	confidence	2	n/a	0.265
176.528	3.4	word	2	2	1.62
179.93	1.7	confidence	2	n/a	0.493
182.649	3.4	word	2	2	1.767
186.051	1.7	confidence	2	n/a	0.312
192.456	3.4	word	2	1	1.892
195.858	1.7	confidence	2	n/a	0.466
199.678	3.4	word	1	1	3.13
203.08	1.7	confidence	2	n/a	1.209
208.384	3.4	word	2	2	2.713
211.786	1.7	confidence	1	n/a	0.906
218.908	3.4	word	1	1	1.124
222.311	1.7	confidence	3	n/a	0.493
224.612	3.4	word	1	1	0.852
228.015	1.7	confidence	2	n/a	0.429
230.417	3.4	word	2	1	1.254
233.819	1.7	confidence	2	n/a	1.223
236.721	3.4	word	1	2	2.383
240.124	1.7	confidence	3	n/a	1.024
243.025	3.4	word	1	1	0.919
246.428	1.7	confidence	3	n/a	0.448
248.446	3.4	word	1	2	2.161
251.849	1.7	confidence	3	n/a	0.352
258.353	3.4	word	2	1	1.015
261.756	1.7	confidence	2	n/a	0.375
267.36	3.4	word	1	1	2.525
270.762	1.7	confidence	3	n/a	1.372
273.964	3.4	word	2	2	1.531
277.367	1.7	confidence	2	n/a	0.298
281.37	3.4	word	2	2	2.309
284.772	1.7	confidence	3	n/a	1.459
289.476	3.4	word	1	1	1.928
292.878	1.7	confidence	1	n/a	0.253
298.282	3.4	word	1	2	1.221
301.684	1.7	confidence	2	n/a	0.44
304.887	3.4	word	2	1	1.603
308.289	1.7	confidence	*	n/a	*
310.791	3.4	word	2	1	2.349
314.193	1.7	confidence	1	n/a	0.302
320.198	3.4	word	1	1	1.149
323.599	1.7	confidence	2	n/a	0.646
329.004	3.4	word	2	2	2.871
332.406	1.7	confidence	2	n/a	0.484
336.309	3.4	word	1	2	0.73
339.712	1.7	confidence	3	n/a	0.401
344.415	3.4	word	*	2	*
347.818	1.7	confidence	1	n/a	1.63
349.919	3.4	word	1	2	0.922
353.321	1.7	confidence	1	n/a	0.264
356.224	3.4	word	1	1	1.105
359.626	1.7	confidence	3	n/a	0.349
362.928	3.4	word	1	1	0.847
366.331	1.7	confidence	2	n/a	0.285
368.332	3.4	word	2	2	1.233
371.718	1.7	confidence	2	n/a	0.333
377.039	3.4	word	1	2	1.467
380.441	1.7	confidence	2	n/a	1.098
382.142	3.4	word	1	2	1.412
385.543	1.7	confidence	2	n/a	0.253
392.466	3.4	word	1	1	1.88
395.869	1.7	confidence	3	n/a	0.892
399.788	3.4	word	1	1	0.902
403.191	1.7	confidence	2	n/a	0.488
405.292	3.4	word	1	2	2.019
408.695	1.7	confidence	2	n/a	0.26
410.596	3.4	word	2	2	1.402
413.999	1.7	confidence	2	n/a	0.325
420.503	3.4	word	1	2	1.654
423.906	1.7	confidence	1	n/a	0.517
430.827	3.4	word	1	1	1.13
434.23	1.7	confidence	4	n/a	0.558
437.431	3.4	word	2	1	1.775
440.835	1.7	confidence	*	n/a	*
