onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
138.382	1.7	confidence	4	n/a	0.349
145.187	3.4	word	1	1	0.785
148.59	1.7	confidence	3	n/a	0.724
150.391	3.4	word	1	1	2.429
153.794	1.7	confidence	2	n/a	0.857
160.032	3.4	word	1	1	1.137
163.401	1.7	confidence	2	n/a	0.714
165.902	3.4	word	2	1	1.707
169.305	1.7	confidence	2	n/a	0.454
172.107	3.4	word	1	1	1.053
175.51	1.7	confidence	3	n/a	0.407
178.412	3.4	word	1	1	1.02
181.814	1.7	confidence	3	n/a	0.383
188.801	3.4	word	1	2	0.859
192.204	1.7	confidence	3	n/a	0.424
196.124	3.4	word	1	2	1.345
199.526	1.7	confidence	3	n/a	0.519
202.429	3.4	word	1	2	3.315
205.831	1.7	confidence	3	n/a	0.63
210.534	3.4	word	2	2	1.4
213.937	1.7	confidence	1	n/a	0.343
216.038	3.4	word	2	1	1.733
219.441	1.7	confidence	2	n/a	0.828
221.843	3.4	word	2	2	1.256
225.245	1.7	confidence	2	n/a	0.478
227.747	3.4	word	1	1	1.061
231.149	1.7	confidence	2	n/a	0.666
235.569	3.4	word	1	1	1.05
238.972	1.7	confidence	2	n/a	0.788
244.475	3.4	word	1	2	0.788
247.878	1.7	confidence	3	n/a	0.488
254.983	3.4	word	1	2	1.227
258.385	1.7	confidence	3	n/a	0.424
262.388	3.4	word	1	2	2.38
265.79	1.7	confidence	2	n/a	0.606
267.492	3.4	word	2	2	1.331
270.894	1.7	confidence	3	n/a	0.413
276.115	3.4	word	1	1	2.028
279.517	1.7	confidence	1	n/a	0.421
285.922	3.4	word	2	2	2.163
289.324	1.7	confidence	3	n/a	1.014
291.426	3.4	word	1	1	0.827
294.828	1.7	confidence	4	n/a	0.465
299.832	3.4	word	1	2	0.769
303.234	1.7	confidence	4	n/a	0.325
307.137	3.4	word	2	1	1.313
310.539	1.7	confidence	3	n/a	0.366
312.24	3.4	word	2	2	1.275
315.643	1.7	confidence	3	n/a	0.773
317.862	3.4	word	2	2	1.398
321.264	1.7	confidence	3	n/a	0.551
323.165	3.4	word	2	1	3.074
326.568	1.7	confidence	2	n/a	0.65
330.854	3.4	word	1	1	1.51
334.257	1.7	confidence	3	n/a	0.344
336.757	3.4	word	2	1	1.499
340.16	1.7	confidence	1	n/a	0.324
346.965	3.4	word	2	2	1.169
350.368	1.7	confidence	3	n/a	0.763
356.589	3.4	word	2	1	1.571
359.991	1.7	confidence	3	n/a	1.27
366.779	3.4	word	1	1	1.442
370.182	1.7	confidence	3	n/a	0.343
375.502	3.4	word	1	2	2.106
378.905	1.7	confidence	3	n/a	0.363
385.71	3.4	word	2	2	1.982
389.112	1.7	confidence	3	n/a	0.299
394.132	3.4	word	2	2	1.231
397.535	1.7	confidence	3	n/a	0.365
399.937	3.4	word	2	1	2.638
403.339	1.7	confidence	3	n/a	0.684
408.042	3.4	word	1	1	0.907
411.445	1.7	confidence	4	n/a	0.349
415.648	3.4	word	2	1	0.955
419.05	1.7	confidence	2	n/a	0.451
421.352	3.4	word	2	1	1.988
424.753	1.7	confidence	2	n/a	0.289
430.875	3.4	word	1	1	0.97
434.261	1.7	confidence	3	n/a	0.504
437.38	3.4	word	1	2	2.584
440.782	1.7	confidence	4	n/a	0.419
