onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
64.496	3.4	word	1	1	1.705
67.898	1.7	confidence	2	n/a	0.306
73.702	3.4	word	2	2	1.539
77.105	1.7	confidence	2	n/a	0.263
82.209	3.4	word	1	2	1.404
85.611	1.7	confidence	3	n/a	0.288
91.998	3.4	word	1	1	0.945
95.401	1.7	confidence	2	n/a	0.558
99.521	3.4	word	2	1	1.677
102.923	1.7	confidence	2	n/a	0.262
108.728	3.4	word	2	2	0.894
112.13	1.7	confidence	2	n/a	0.568
116.016	3.4	word	2	1	0.676
119.419	1.7	confidence	2	n/a	0.367
122.438	3.4	word	1	1	1.073
125.839	1.7	confidence	3	n/a	0.235
129.242	3.4	word	2	2	0.716
132.645	1.7	confidence	2	n/a	0.265
138.849	3.4	word	2	1	0.698
142.252	1.7	confidence	3	n/a	0.288
144.654	3.4	word	1	1	1.162
148.055	1.7	confidence	3	n/a	0.339
151.875	3.4	word	2	1	0.93
155.278	1.7	confidence	3	n/a	0.266
158.063	3.4	word	1	1	0.634
161.466	1.7	confidence	3	n/a	0.302
164.985	3.4	word	2	1	0.826
168.387	1.7	confidence	2	n/a	0.438
171.606	3.4	word	1	1	0.784
175.009	1.7	confidence	4	n/a	0.306
182.096	3.4	word	1	2	1.096
185.499	1.7	confidence	1	n/a	0.286
190.72	3.4	word	2	2	1.871
194.122	1.7	confidence	2	n/a	0.328
200.409	3.4	word	2	2	0.896
203.812	1.7	confidence	2	n/a	0.405
210.234	3.4	word	2	1	1.063
213.636	1.7	confidence	2	n/a	0.496
219.14	3.4	word	2	2	1.524
222.543	1.7	confidence	3	n/a	0.381
225.445	3.4	word	1	2	0.928
228.847	1.7	confidence	4	n/a	0.313
230.648	3.4	word	2	2	0.847
234.05	1.7	confidence	2	n/a	0.597
239.955	3.4	word	1	1	0.731
243.357	1.7	confidence	4	n/a	0.309
245.259	3.4	word	2	2	1.436
248.661	1.7	confidence	3	n/a	0.399
252.164	3.4	word	1	1	0.75
255.566	1.7	confidence	4	n/a	0.378
257.852	3.4	word	2	2	0.902
261.254	1.7	confidence	2	n/a	0.319
263.772	3.4	word	1	1	1.095
267.175	1.7	confidence	4	n/a	0.321
273.579	3.4	word	1	2	1.161
276.982	1.7	confidence	1	n/a	0.665
280.284	3.4	word	2	2	0.774
283.686	1.7	confidence	3	n/a	0.352
287.806	3.4	word	2	1	1.033
291.208	1.7	confidence	2	n/a	0.825
297.713	3.4	word	1	1	1.479
301.116	1.7	confidence	3	n/a	0.597
302.817	3.4	word	2	2	1.013
306.22	1.7	confidence	4	n/a	0.363
309.238	3.4	word	1	1	1.297
312.64	1.7	confidence	4	n/a	0.399
315.343	3.4	word	2	2	0.762
318.745	1.7	confidence	3	n/a	0.756
325.75	3.4	word	1	2	1.183
329.152	1.7	confidence	3	n/a	0.374
331.954	3.4	word	2	1	1.344
335.357	1.7	confidence	3	n/a	0.362
337.258	3.4	word	2	2	1.136
340.661	1.7	confidence	3	n/a	0.395
345.064	3.4	word	1	1	1.568
348.466	1.7	confidence	4	n/a	0.263
354.471	3.4	word	1	1	1.151
357.873	1.7	confidence	2	n/a	0.309
359.875	3.4	word	1	1	1.168
363.277	1.7	confidence	3	n/a	0.246
365.779	3.4	word	2	1	0.956
369.181	1.7	confidence	1	n/a	0.284
371.183	3.4	word	1	1	0.941
374.585	1.7	confidence	3	n/a	0.271
379.789	3.4	word	1	2	0.954
383.191	1.7	confidence	1	n/a	0.353
385.993	3.4	word	2	2	1.655
389.396	1.7	confidence	3	n/a	0.278
391.997	3.4	word	1	1	1.184
395.4	1.7	confidence	4	n/a	0.302
401.805	3.4	word	2	2	1.062
405.207	1.7	confidence	3	n/a	0.31
407.809	3.4	word	1	2	1.108
411.211	1.7	confidence	2	n/a	0.673
414.697	3.4	word	1	1	1.394
418.099	1.7	confidence	3	n/a	0.32
424.821	3.4	word	2	2	1.53
428.223	1.7	confidence	1	n/a	0.315
430.108	3.4	word	1	2	1.061
433.511	1.7	confidence	3	n/a	0.337
437.33	3.4	word	1	1	1.54
440.733	1.7	confidence	2	n/a	0.279
